Bigram                        		Count          		Probabiltites
into separate                 		2.0            		3.5536604E-4
separate oil                  		2.0            		3.566334E-4
oil and                       		6.0            		0.0010687567
and steel                     		2.0            		3.1831927E-4
steel companies               		2.0            		3.566334E-4
companies ?                   		2.0            		3.558086E-4
? ``                          		2.0            		3.563792E-4
`` We                         		14.0           		0.0023915272
We are                        		4.0            		7.114906E-4
are n't                       		7.0            		0.0012352215
n't inclined                  		2.0            		3.511236E-4
inclined to                   		2.0            		3.5669698E-4
to prune                      		2.0            		3.197442E-4
prune stock                   		2.0            		3.5669698E-4
stock portfolios              		2.0            		3.5423308E-4
portfolios now                		2.0            		3.5669698E-4
now ,                         		6.0            		0.0010674257
, ''                          		116.0          		0.015203145
'' says                       		38.0           		0.006500171
says Steven                   		2.0            		3.5323208E-4
Steven G.                     		2.0            		3.566334E-4
G. Einhorn                    		2.0            		3.5618877E-4
Einhorn ,                     		2.0            		3.5669698E-4
, chairman                    		188.0          		0.02463958
chairman of                   		226.0          		0.036688313
of the                        		267.0          		0.040800735
the investment                		5.0            		7.10631E-4
investment policy             		3.0            		5.3267047E-4
policy committee              		3.0            		5.345688E-4
committee of                  		7.0            		0.0012426771
of Goldman                    		4.0            		6.11247E-4
Goldman ,                     		3.0            		5.3475937E-4
, Sachs                       		3.0            		3.931848E-4
Sachs &                       		3.0            		5.3475937E-4
& Co                          		4.0            		7.0846616E-4
Co .                          		8.0            		0.0014252628
. As                          		10.0           		0.0015140045
As a                          		6.0            		0.0010679957
a result                      		8.0            		0.0012928249
result of                     		4.0            		7.122507E-4
of the                        		267.0          		0.040800735
the partial                   		2.0            		2.8425243E-4
partial sale                  		2.0            		3.5669698E-4
sale and                      		2.0            		3.5618877E-4
and spinoff                   		2.0            		3.1831927E-4
spinoff ,                     		2.0            		3.5650624E-4
, the                         		112.0          		0.014678899
the $                         		11.0           		0.0015633883
$ 56                          		2.0            		3.5050823E-4
56 billion                    		2.0            		3.5669698E-4
billion California            		2.0            		3.5536604E-4
California Public             		2.0            		3.563157E-4
Public Employees              		2.0            		3.565698E-4
Employees Retirement          		2.0            		3.5669698E-4
Retirement System             		2.0            		3.5669698E-4
System would                  		2.0            		3.566334E-4
would obtain                  		2.0            		3.5137034E-4
obtain two                    		2.0            		3.566334E-4
two seats                     		3.0            		5.322924E-4
seats on                      		6.0            		0.0010685663
on the                        		66.0           		0.011466296
the board                     		145.0          		0.0206083
board of                      		28.0           		0.0046885465
of the                        		267.0          		0.040800735
the real                      		4.0            		5.6850485E-4
real estate                   		10.0           		0.0017806268
estate operation              		2.0            		3.5612535E-4
operation ,                   		2.0            		3.565698E-4
, according                   		10.0           		0.001310616
according to                  		10.0           		0.001780944
to officials                  		2.0            		3.197442E-4
officials of                  		2.0            		3.558086E-4
of the                        		267.0          		0.040800735
the fund                      		4.0            		5.6850485E-4
fund ,                        		4.0            		7.1237754E-4
, who                         		64.0           		0.008387943
who described                 		2.0            		3.5063113E-4
described the                 		2.0            		3.5669698E-4
the plan                      		4.0            		5.6850485E-4
plan .                        		4.0            		7.1187044E-4
. Mr.                         		68.0           		0.010295231
Mr. Hollander                 		4.0            		6.9156295E-4
Hollander ``                  		2.0            		3.565698E-4
`` is                         		4.0            		6.832935E-4
is the                        		7.0            		0.001208355
the new                       		24.0           		0.003411029
new owner                     		2.0            		3.5260932E-4
owner and                     		2.0            		3.566334E-4
and wants                     		2.0            		3.1831927E-4
wants to                      		3.0            		5.3475937E-4
to exercise                   		3.0            		4.796163E-4
exercise control              		2.0            		3.565698E-4
control ,                     		3.0            		5.3390284E-4
, ''                          		116.0          		0.015203145
'' said                       		49.0           		0.0083818
said Barret                   		2.0            		3.397316E-4
Barret B.                     		2.0            		3.5669698E-4
B. Weekes                     		3.0            		5.3399784E-4
Weekes ,                      		4.0            		7.130125E-4
, Newport                     		3.0            		3.931848E-4
Newport 's                    		2.0            		3.565698E-4
's chairman                   		67.0           		0.011183442
chairman .                    		38.0           		0.006168831
. Mr.                         		68.0           		0.010295231
Mr. Cathcart                  		2.0            		3.4578147E-4
Cathcart ,                    		2.0            		3.566334E-4
, who                         		64.0           		0.008387943
who will                      		9.0            		0.0015778401
will return                   		2.0            		3.4965036E-4
return to                     		5.0            		8.901549E-4
to the                        		86.0           		0.013749001
the Quaker                    		2.0            		2.8425243E-4
Quaker Oats                   		2.0            		3.5669698E-4
Oats Co.                      		2.0            		3.5669698E-4
Co. board                     		2.0            		3.5460992E-4
board of                      		28.0           		0.0046885465
of directors                  		8.0            		0.001222494
directors ,                   		9.0            		0.0015968772
, in                          		16.0           		0.0020969857
in addition                   		2.0            		3.352892E-4
addition to                   		4.0            		7.1237754E-4
to his                        		5.0            		7.993605E-4
his personal                  		2.0            		3.5174112E-4
personal ventures             		2.0            		3.565698E-4
ventures ,                    		2.0            		3.566334E-4
, is                          		15.0           		0.001965924
is credited                   		2.0            		3.4524425E-4
credited with                 		2.0            		3.565698E-4
with bringing                 		2.0            		3.4995624E-4
bringing some                 		2.0            		3.5669698E-4
some basic                    		2.0            		3.553029E-4
basic budgeting               		2.0            		3.5669698E-4
budgeting and                 		2.0            		3.5669698E-4
and planning                  		2.0            		3.1831927E-4
planning discipline           		2.0            		3.564427E-4
discipline to                 		2.0            		3.5669698E-4
to traditionally              		2.0            		3.197442E-4
traditionally free-wheeling   		2.0            		3.5669698E-4
free-wheeling Kidder          		2.0            		3.5669698E-4
Kidder .                      		2.0            		3.5650624E-4
. And                         		8.0            		0.0012112036
And ,                         		4.0            		7.1250444E-4
, while                       		5.0            		6.55308E-4
while the                     		3.0            		5.3437834E-4
the mutinous                  		2.0            		2.8425243E-4
mutinous Fed                  		2.0            		3.5669698E-4
Fed member                    		2.0            		3.5555556E-4
member has                    		2.0            		3.5593522E-4
has n't                       		10.0           		0.001755618
n't gone                      		2.0            		3.511236E-4
gone public                   		2.0            		3.5669698E-4
public ,                      		2.0            		3.563157E-4
, some                        		4.0            		5.242464E-4
some Fed                      		2.0            		3.553029E-4
Fed governors                 		2.0            		3.5555556E-4
governors ,                   		3.0            		5.348547E-4
, most                        		3.0            		3.931848E-4
most notably                  		3.0            		5.3399784E-4
notably Vice                  		2.0            		3.5650624E-4
Vice Chairman                 		4.0            		7.130125E-4
Chairman Manuel               		3.0            		5.3371285E-4
Manuel Johnson                		3.0            		5.348547E-4
Johnson ,                     		3.0            		5.345688E-4
, are                         		5.0            		6.55308E-4
are known                     		2.0            		3.529204E-4
known to                      		2.0            		3.564427E-4
to have                       		10.0           		0.001598721
have disagreed                		2.0            		3.5310735E-4
disagreed with                		2.0            		3.5669698E-4
with the                      		26.0           		0.004549431
the chairman                  		40.0           		0.005685048
chairman 's                   		11.0           		0.0017857143
's decision                   		11.0           		0.0018360874
decision to                   		8.0            		0.0014227281
to remain                     		8.0            		0.0012789768
remain silent                 		2.0            		3.553029E-4
silent .                      		2.0            		3.5669698E-4
. Robert                      		8.0            		0.0012112036
Robert M.                     		5.0            		8.855827E-4
M. Gintel                     		3.0            		5.3314376E-4
Gintel ,                      		4.0            		7.130125E-4
, senior                      		2.0            		2.621232E-4
senior partner                		2.0            		3.563792E-4
partner of                    		2.0            		3.563157E-4
of a                          		26.0           		0.003973105
a Greenwich                   		3.0            		4.848093E-4
Greenwich ,                   		3.0            		5.3495006E-4
, Conn.                       		3.0            		3.931848E-4
Conn. ,                       		3.0            		5.3495006E-4
, investment                  		3.0            		3.931848E-4
investment firm               		3.0            		5.3267047E-4
firm ,                        		2.0            		3.549246E-4
, said                        		101.0          		0.013237221
said he                       		22.0           		0.0037370478
he plans                      		4.0            		7.027407E-4
plans to                      		11.0           		0.0019562512
to launch                     		2.0            		3.197442E-4
launch a                      		2.0            		3.5669698E-4
a proxy                       		5.0            		8.080155E-4
proxy fight                   		4.0            		7.130125E-4
fight against                 		2.0            		3.5650624E-4
against the                   		2.0            		3.563792E-4
the board                     		145.0          		0.0206083
board of                      		28.0           		0.0046885465
of Boston-based               		2.0            		3.056235E-4
Boston-based Xtra             		2.0            		3.5669698E-4
Xtra Corp                     		2.0            		3.566334E-4
Corp .                        		14.0           		0.0024915466
. The                         		122.0          		0.018470855
The flow                      		2.0            		3.4734284E-4
flow of                       		2.0            		3.566334E-4
of Japanese                   		3.0            		4.584352E-4
Japanese funds                		2.0            		3.563157E-4
funds has                     		2.0            		3.5612535E-4
has set                       		3.0            		5.266854E-4
set in                        		2.0            		3.5625222E-4
in motion                     		2.0            		3.352892E-4
motion ``                     		2.0            		3.566334E-4
`` a                          		7.0            		0.0011957636
a process                     		2.0            		3.2320622E-4
process whereby               		2.0            		3.564427E-4
whereby these                 		2.0            		3.5669698E-4
these economies               		2.0            		3.563157E-4
economies will                		2.0            		3.566334E-4
will be                       		25.0           		0.0043706293
be knitted                    		2.0            		3.500175E-4
knitted together              		2.0            		3.5669698E-4
together by                   		2.0            		3.566334E-4
by the                        		44.0           		0.00766417
the great                     		2.0            		2.8425243E-4
great Japanese                		2.0            		3.565698E-4
Japanese investment           		2.0            		3.563157E-4
investment machine            		2.0            		3.5511365E-4
machine ,                     		2.0            		3.5669698E-4
, ''                          		116.0          		0.015203145
'' says                       		38.0           		0.006500171
says Robert                   		3.0            		5.298481E-4
Robert Hormats                		2.0            		3.5423308E-4
Hormats ,                     		2.0            		3.5669698E-4
, vice                        		17.0           		0.0022280472
vice chairman                 		44.0           		0.0077711055
chairman of                   		226.0          		0.036688313
of Goldman                    		4.0            		6.11247E-4
Goldman Sachs                 		3.0            		5.3475937E-4
Sachs International           		2.0            		3.5650624E-4
International Corp            		3.0            		5.3399784E-4
Corp .                        		14.0           		0.0024915466
. The                         		122.0          		0.018470855
The split                     		2.0            		3.4734284E-4
split was                     		2.0            		3.5650624E-4
was aimed                     		2.0            		3.459609E-4
aimed at                      		4.0            		7.130125E-4
at boosting                   		2.0            		3.5050823E-4
boosting the                  		3.0            		5.3495006E-4
the stock                     		9.0            		0.0012791358
stock 's                      		3.0            		5.313496E-4
's liquidity                  		2.0            		3.338341E-4
liquidity ,                   		2.0            		3.5669698E-4
, said                        		101.0          		0.013237221
said Brendan                  		2.0            		3.397316E-4
Brendan Barba                 		2.0            		3.5669698E-4
Barba ,                       		2.0            		3.5669698E-4
, chairman                    		188.0          		0.02463958
chairman of                   		226.0          		0.036688313
of the                        		267.0          		0.040800735
the Moonachie                 		2.0            		2.8425243E-4
Moonachie ,                   		2.0            		3.5669698E-4
, N.J.                        		5.0            		6.55308E-4
N.J. ,                        		4.0            		7.130125E-4
, maker                       		2.0            		2.621232E-4
maker of                      		8.0            		0.0014229811
of plastic                    		2.0            		3.056235E-4
plastic film                  		2.0            		3.5669698E-4
film products                 		2.0            		3.566334E-4
products .                    		3.0            		5.3390284E-4
. The                         		122.0          		0.018470855
The exchange                  		2.0            		3.4734284E-4
exchange has                  		2.0            		3.5593522E-4
has a                         		6.0            		0.0010533708
a board                       		7.0            		0.0011312218
board meeting                 		11.0           		0.001841929
meeting scheduled             		3.0            		5.3304905E-4
scheduled for                 		3.0            		5.3475937E-4
for tomorrow                  		2.0            		3.471017E-4
tomorrow ,                    		4.0            		7.130125E-4
, and                         		89.0           		0.011664483
and it                        		6.0            		9.549578E-4
it is                         		7.0            		0.001227209
is expected                   		3.0            		5.178664E-4
expected that                 		2.0            		3.5618877E-4
that some                     		3.0            		5.1168347E-4
some public                   		2.0            		3.553029E-4
public announcement           		2.0            		3.563157E-4
announcement could            		2.0            		3.565698E-4
could be                      		4.0            		7.1035343E-4
be made                       		3.0            		5.2502623E-4
made after                    		2.0            		3.5555556E-4
after that                    		2.0            		3.5498757E-4
that .                        		2.0            		3.411223E-4
. Giant                       		3.0            		4.5420136E-4
Giant Group                   		5.0            		8.912656E-4
Group is                      		3.0            		5.3342816E-4
is led                        		3.0            		5.178664E-4
led by                        		9.0            		0.0016017085
by three                      		4.0            		6.9674273E-4
three Rally                   		3.0            		5.332385E-4
Rally 's                      		10.0           		0.001780944
's directors                  		4.0            		6.676682E-4
directors ,                   		9.0            		0.0015968772
, Burt                        		5.0            		6.55308E-4
Burt Sugarman                 		5.0            		8.912656E-4
Sugarman ,                    		6.0            		0.001069328
, James                       		10.0           		0.001310616
James M.                      		4.0            		7.102273E-4
M. Trotter                    		4.0            		7.108584E-4
Trotter III                   		4.0            		7.127584E-4
III and                       		4.0            		7.1250444E-4
and William                   		4.0            		6.3663855E-4
William E.                    		3.0            		5.325759E-4
E. Trotter                    		4.0            		7.1136403E-4
Trotter II                    		4.0            		7.127584E-4
II ,                          		7.0            		0.0012473272
, who                         		64.0           		0.008387943
who earlier                   		2.0            		3.5063113E-4
earlier this                  		5.0            		8.90472E-4
this month                    		5.0            		8.776549E-4
month indicated               		3.0            		5.3380785E-4
indicated they                		3.0            		5.34664E-4
they had                      		3.0            		5.3125556E-4
had a                         		5.0            		8.8432967E-4
a 42.5                        		3.0            		4.848093E-4
42.5 %                        		3.0            		5.3495006E-4
% stake                       		13.0           		0.0022968198
stake in                      		14.0           		0.0024888888
in Rally                      		3.0            		5.029338E-4
Rally 's                      		10.0           		0.001780944
's and                        		3.0            		5.0075114E-4
and planned                   		2.0            		3.1831927E-4
planned to                    		6.0            		0.0010689471
to seek                       		5.0            		7.993605E-4
seek a                        		5.0            		8.903134E-4
a majority                    		11.0           		0.0017776341
majority of                   		7.0            		0.001245995
of seats                      		4.0            		6.11247E-4
seats on                      		6.0            		0.0010685663
on Rally                      		4.0            		6.9492706E-4
Rally 's                      		10.0           		0.001780944
's nine-member                		4.0            		6.676682E-4
nine-member board             		5.0            		8.912656E-4
board .                       		58.0           		0.009711989
. In                          		39.0           		0.0059046177
In a                          		12.0           		0.0021238937
a statement                   		13.0           		0.0021008404
statement ,                   		6.0            		0.0010672358
, Ralph                       		3.0            		3.931848E-4
Ralph S.                      		2.0            		3.5650624E-4
S. Larsen                     		2.0            		3.5593522E-4
Larsen ,                      		2.0            		3.5669698E-4
, chairman                    		188.0          		0.02463958
chairman and                  		141.0          		0.02288961
and chief                     		158.0          		0.025147222
chief executive               		165.0          		0.028467909
executive officer             		115.0          		0.019844694
officer ,                     		57.0           		0.009928584
, said                        		101.0          		0.013237221
said the                      		33.0           		0.0056055714
the company                   		85.0           		0.012080728
company was                   		2.0            		3.476447E-4
was pleased                   		2.0            		3.459609E-4
pleased with                  		2.0            		3.566334E-4
with its                      		3.0            		5.249344E-4
its third-quarter             		2.0            		3.4873583E-4
third-quarter sales           		2.0            		3.5625222E-4
sales performance             		3.0            		5.3371285E-4
performance ,                 		3.0            		5.3447357E-4
, ``                          		18.0           		0.0023591088
`` especially                 		2.0            		3.4164675E-4
especially in                 		3.0            		5.3447357E-4
in light                      		2.0            		3.352892E-4
light of                      		2.0            		3.564427E-4
of the                        		267.0          		0.040800735
the extremely                 		2.0            		2.8425243E-4
extremely competitive         		2.0            		3.5669698E-4
competitive environment       		2.0            		3.565698E-4
environment in                		2.0            		3.5669698E-4
in domestic                   		2.0            		3.352892E-4
domestic consumer             		2.0            		3.566334E-4
consumer markets              		2.0            		3.5650624E-4
markets and                   		2.0            		3.5599858E-4
and the                       		41.0           		0.006525545
the negative                  		2.0            		2.8425243E-4
negative impact               		2.0            		3.565698E-4
impact of                     		3.0            		5.3495006E-4
of unfavorable                		2.0            		3.056235E-4
unfavorable exchange          		2.0            		3.5669698E-4
exchange rates                		2.0            		3.5593522E-4
rates this                    		2.0            		3.564427E-4
this quarter                  		2.0            		3.5106196E-4
quarter .                     		4.0            		7.116172E-4
. ''                          		65.0           		0.0098410295
'' Attracted                  		2.0            		3.4211428E-4
Attracted by                  		2.0            		3.5669698E-4
by low                        		2.0            		3.4837137E-4
low prices                    		2.0            		3.563792E-4
prices and                    		3.0            		5.3437834E-4
and encouraged                		2.0            		3.1831927E-4
encouraged by                 		2.0            		3.5669698E-4
by New                        		2.0            		3.4837137E-4
New York                      		27.0           		0.004788083
York 's                       		2.0            		3.550506E-4
's performance                		2.0            		3.338341E-4
performance ,                 		3.0            		5.3447357E-4
, they                        		4.0            		5.242464E-4
they scooped                  		2.0            		3.5417036E-4
scooped up                    		2.0            		3.5669698E-4
up equities                   		2.0            		3.5473573E-4
equities across               		2.0            		3.5669698E-4
across the                    		14.0           		0.0024915466
the board                     		145.0          		0.0206083
board .                       		58.0           		0.009711989
. The                         		122.0          		0.018470855
The current                   		2.0            		3.4734284E-4
current president             		2.0            		3.5568202E-4
president and                 		46.0           		0.008075843
and chief                     		158.0          		0.025147222
chief operating               		10.0           		0.0017253278
operating officer             		10.0           		0.0017787265
officer ,                     		57.0           		0.009928584
, J.                          		2.0            		2.621232E-4
J. Odell                      		2.0            		3.5511365E-4
Odell Johnson                 		2.0            		3.5669698E-4
Johnson ,                     		3.0            		5.345688E-4
, was                         		52.0           		0.006815203
was elected                   		20.0           		0.003459609
elected to                    		13.0           		0.0023045558
to the                        		86.0           		0.013749001
the new                       		24.0           		0.003411029
new position                  		2.0            		3.5260932E-4
position of                   		7.0            		0.0012451085
of vice                       		6.0            		9.168704E-4
vice chairman                 		44.0           		0.0077711055
chairman of                   		226.0          		0.036688313
of the                        		267.0          		0.040800735
the board                     		145.0          		0.0206083
board .                       		58.0           		0.009711989
. William                     		9.0            		0.0013626041
William S.                    		4.0            		7.101012E-4
S. Leavitt                    		3.0            		5.3390284E-4
Leavitt ,                     		4.0            		7.131396E-4
, chairman                    		188.0          		0.02463958
chairman ,                    		93.0           		0.015097403
, said                        		101.0          		0.013237221
said Mr.                      		13.0           		0.0022082555
Mr. Penn                      		3.0            		5.186722E-4
Penn ,                        		2.0            		3.566334E-4
, 58                          		5.0            		6.55308E-4
58 years                      		2.0            		3.563792E-4
years old                     		30.0           		0.005304102
old ,                         		27.0           		0.004787234
, would                       		9.0            		0.0011795544
would continue                		2.0            		3.5137034E-4
continue as                   		7.0            		0.0012457733
as a                          		26.0           		0.004517026
a consultant                  		6.0            		9.696186E-4
consultant and                		3.0            		5.3447357E-4
and would                     		2.0            		3.1831927E-4
would work                    		2.0            		3.5137034E-4
work with                     		4.0            		7.1199716E-4
with the                      		26.0           		0.004549431
the board                     		145.0          		0.0206083
board in                      		8.0            		0.0013395847
in selecting                  		2.0            		3.352892E-4
selecting a                   		2.0            		3.5669698E-4
a successor                   		4.0            		6.4641243E-4
successor .                   		3.0            		5.3475937E-4
. ``                          		94.0           		0.014231643
`` I                          		10.0           		0.0017082337
I have                        		2.0            		3.5568202E-4
have a                        		5.0            		8.8276836E-4
a mountain                    		3.0            		4.848093E-4
mountain bike                 		3.0            		5.3495006E-4
bike ,                        		4.0            		7.128854E-4
, yet                         		2.0            		2.621232E-4
yet as                        		2.0            		3.564427E-4
as a                          		26.0           		0.004517026
a hiker                       		2.0            		3.2320622E-4
hiker I                       		2.0            		3.5669698E-4
I 've                         		2.0            		3.5568202E-4
've been                      		2.0            		3.563157E-4
been run                      		2.0            		3.543586E-4
run off                       		2.0            		3.5650624E-4
off the                       		4.0            		7.116172E-4
the road                      		21.0           		0.0029846504
road by                       		3.0            		5.3069164E-4
by kids                       		2.0            		3.4837137E-4
kids careening                		2.0            		3.5669698E-4
careening down                		2.0            		3.5669698E-4
down a                        		2.0            		3.5561877E-4
a fire                        		2.0            		3.2320622E-4
fire trail                    		2.0            		3.566334E-4
trail on                      		2.0            		3.566334E-4
on them                       		2.0            		3.4746353E-4
them ,                        		4.0            		7.122507E-4
, ''                          		116.0          		0.015203145
'' says                       		38.0           		0.006500171
says Gene                     		2.0            		3.5323208E-4
Gene Coan                     		2.0            		3.566334E-4
Coan ,                        		2.0            		3.5669698E-4
, an                          		14.0           		0.0018348624
an official                   		2.0            		3.51803E-4
official at                   		2.0            		3.563157E-4
at Sierra                     		2.0            		3.5050823E-4
Sierra 's                     		2.0            		3.5669698E-4
's headquarters               		2.0            		3.338341E-4
headquarters in               		2.0            		3.5669698E-4
in San                        		2.0            		3.352892E-4
San Francisco                 		2.0            		3.566334E-4
Francisco ,                   		2.0            		3.566334E-4
, echoing                     		2.0            		2.621232E-4
echoing the                   		2.0            		3.5669698E-4
the concerns                  		2.0            		2.8425243E-4
concerns of                   		2.0            		3.5669698E-4
of many                       		2.0            		3.056235E-4
many members                  		2.0            		3.5568202E-4
members .                     		17.0           		0.0030109813
. Pilot                       		2.0            		3.028009E-4
Pilot union                   		2.0            		3.5669698E-4
union Chairman                		2.0            		3.5612535E-4
Chairman Frederick            		2.0            		3.558086E-4
Frederick C.                  		3.0            		5.3447357E-4
C. Dubinsky                   		3.0            		5.342832E-4
Dubinsky said                 		2.0            		3.565698E-4
said advisers                 		2.0            		3.397316E-4
advisers to                   		2.0            		3.5650624E-4
to UAL                        		4.0            		6.394884E-4
UAL management                		2.0            		3.5417036E-4
management and                		3.0            		5.3295435E-4
and the                       		41.0           		0.006525545
the union                     		5.0            		7.10631E-4
union will                    		2.0            		3.5612535E-4
will begin                    		3.0            		5.2447553E-4
begin meeting                 		2.0            		3.5650624E-4
meeting in                    		3.0            		5.3304905E-4
in New                        		10.0           		0.001676446
New York                      		27.0           		0.004788083
York today                    		2.0            		3.550506E-4
today and                     		2.0            		3.5618877E-4
and will                      		6.0            		9.549578E-4
will work                     		5.0            		8.7412586E-4
work through                  		2.0            		3.5599858E-4
through the                   		10.0           		0.0017780939
the weekend                   		6.0            		8.5275725E-4
weekend to                    		4.0            		7.127584E-4
to devise                     		2.0            		3.197442E-4
devise a                      		2.0            		3.5669698E-4
a new                         		21.0           		0.0033936652
new proposal                  		2.0            		3.5260932E-4
proposal to                   		3.0            		5.3409295E-4
to present                    		3.0            		4.796163E-4
present to                    		2.0            		3.565698E-4
to UAL                        		4.0            		6.394884E-4
UAL 's                        		12.0           		0.0021250222
's board                      		49.0           		0.008178935
board ``                      		3.0            		5.023443E-4
`` at                         		2.0            		3.4164675E-4
at the                        		29.0           		0.0050823693
the earliest                  		2.0            		2.8425243E-4
earliest time                 		2.0            		3.5669698E-4
time possible                 		2.0            		3.5568202E-4
possible .                    		2.0            		3.565698E-4
. ''                          		65.0           		0.0098410295
'' Rep.                       		4.0            		6.8422855E-4
Rep. Jamie                    		2.0            		3.5561877E-4
Jamie Whitten                 		2.0            		3.5669698E-4
Whitten of                    		2.0            		3.566334E-4
of Mississippi                		2.0            		3.056235E-4
Mississippi and               		2.0            		3.5669698E-4
and chairman                  		16.0           		0.0025465542
chairman of                   		226.0          		0.036688313
of House                      		2.0            		3.056235E-4
House Appropriations          		2.0            		3.5549235E-4
Appropriations turned         		2.0            		3.5650624E-4
turned a                      		2.0            		3.5650624E-4
a $                           		9.0            		0.001454428
$ 20                          		2.0            		3.5050823E-4
20 million                    		2.0            		3.564427E-4
million Bush                  		2.0            		3.534818E-4
Bush request                  		2.0            		3.5599858E-4
request for                   		3.0            		5.3495006E-4
for his                       		5.0            		8.677543E-4
his state                     		2.0            		3.5174112E-4
state into                    		2.0            		3.5593522E-4
into a                        		4.0            		7.1073207E-4
a $                           		9.0            		0.001454428
$ 49.7                        		2.0            		3.5050823E-4
49.7 million                  		2.0            		3.5669698E-4
million bequest               		2.0            		3.534818E-4
bequest .                     		2.0            		3.5669698E-4
. Finally                     		2.0            		3.028009E-4
Finally ,                     		2.0            		3.5669698E-4
, Mitsubishi                  		2.0            		2.621232E-4
Mitsubishi Estate             		2.0            		3.5669698E-4
Estate has                    		2.0            		3.565698E-4
has no                        		3.0            		5.266854E-4
no plans                      		3.0            		5.3333334E-4
plans to                      		11.0           		0.0019562512
to interfere                  		2.0            		3.197442E-4
interfere with                		2.0            		3.5669698E-4
with Rockefeller              		2.0            		3.4995624E-4
Rockefeller 's                		2.0            		3.566334E-4
's management                 		4.0            		6.676682E-4
management beyond             		2.0            		3.553029E-4
beyond taking                 		2.0            		3.565698E-4
taking a                      		2.0            		3.563157E-4
a place                       		2.0            		3.2320622E-4
place on                      		2.0            		3.565698E-4
on the                        		66.0           		0.011466296
the board                     		145.0          		0.0206083
board .                       		58.0           		0.009711989
. Mr.                         		68.0           		0.010295231
Mr. Stern                     		2.0            		3.4578147E-4
Stern was                     		2.0            		3.5669698E-4
was chairman                  		7.0            		0.0012108631
chairman and                  		141.0          		0.02288961
and chief                     		158.0          		0.025147222
chief executive               		165.0          		0.028467909
executive officer             		115.0          		0.019844694
officer of                    		47.0           		0.008186727
of the                        		267.0          		0.040800735
the New                       		10.0           		0.001421262
New York                      		27.0           		0.004788083
York State                    		2.0            		3.550506E-4
State Urban                   		2.0            		3.566334E-4
Urban Development             		3.0            		5.348547E-4
Development Corp.             		2.0            		3.565698E-4
Corp. ,                       		38.0           		0.0067066713
, 1983-85                     		2.0            		2.621232E-4
1983-85 .                     		2.0            		3.5669698E-4
. Mr.                         		68.0           		0.010295231
Mr. Fournier                  		2.0            		3.4578147E-4
Fournier said                 		3.0            		5.3495006E-4
said that                     		16.0           		0.0027178528
that as                       		2.0            		3.411223E-4
as Navigation                 		2.0            		3.4746353E-4
Navigation Mixte              		7.0            		0.0012473272
Mixte chairman                		2.0            		3.563792E-4
chairman ,                    		93.0           		0.015097403
, he                          		11.0           		0.0014416776
he is                         		10.0           		0.0017568517
is prohibited                 		2.0            		3.4524425E-4
prohibited by                 		2.0            		3.5669698E-4
by takeover                   		4.0            		6.9674273E-4
takeover regulations          		2.0            		3.5606197E-4
regulations from              		2.0            		3.566334E-4
from organizing               		2.0            		3.5161743E-4
organizing his                		2.0            		3.5669698E-4
his own                       		5.0            		8.793528E-4
own defense                   		2.0            		3.5606197E-4
defense or                    		2.0            		3.564427E-4
or doing                      		2.0            		3.5323208E-4
doing anything                		2.0            		3.5650624E-4
anything besides              		2.0            		3.565698E-4
besides managing              		2.0            		3.5669698E-4
managing current              		2.0            		3.565698E-4
current company               		2.0            		3.5568202E-4
company business              		2.0            		3.476447E-4
business .                    		2.0            		3.5568202E-4
. The                         		122.0          		0.018470855
The resignations              		2.0            		3.4734284E-4
resignations by               		2.0            		3.566334E-4
by the                        		44.0           		0.00766417
the two                       		6.0            		8.5275725E-4
two executives                		3.0            		5.322924E-4
executives ,                  		2.0            		3.5593522E-4
, considered                  		2.0            		2.621232E-4
considered hard-charging      		2.0            		3.5650624E-4
hard-charging and             		2.0            		3.5669698E-4
and abrasive                  		2.0            		3.1831927E-4
abrasive by                   		2.0            		3.5669698E-4
by Reebok                     		2.0            		3.4837137E-4
Reebok insiders               		2.0            		3.566334E-4
insiders ,                    		2.0            		3.5669698E-4
, reflect                     		2.0            		2.621232E-4
reflect a                     		2.0            		3.5669698E-4
a difference                  		2.0            		3.2320622E-4
difference in                 		2.0            		3.566334E-4
in style                      		2.0            		3.352892E-4
style with                    		2.0            		3.566334E-4
with Paul                     		2.0            		3.4995624E-4
Paul Fireman                  		3.0            		5.3447357E-4
Fireman ,                     		3.0            		5.3475937E-4
, chairman                    		188.0          		0.02463958
chairman and                  		141.0          		0.02288961
and chief                     		158.0          		0.025147222
chief executive               		165.0          		0.028467909
executive ,                   		19.0           		0.0032786885
, according                   		10.0           		0.001310616
according to                  		10.0           		0.001780944
to several                    		3.0            		4.796163E-4
several former                		2.0            		3.563157E-4
former executives             		2.0            		3.550506E-4
executives .                  		2.0            		3.5593522E-4
. All                         		3.0            		4.5420136E-4
All this                      		2.0            		3.566334E-4
this has                      		2.0            		3.5106196E-4
has cast                      		2.0            		3.511236E-4
cast a                        		3.0            		5.3495006E-4
a pall                        		2.0            		3.2320622E-4
pall over                     		2.0            		3.5669698E-4
over Columbia                 		2.0            		3.554292E-4
Columbia Savings              		2.0            		3.566334E-4
Savings &                     		3.0            		5.3475937E-4
& Loan                        		3.0            		5.313496E-4
Loan Association              		3.0            		5.3495006E-4
Association and               		2.0            		3.5612535E-4
and its                       		12.0           		0.0019099156
its high-rolling              		2.0            		3.4873583E-4
